yearTesting,studyName,trial,loc,geno,yearCloning,rep,block,plotnumber,entryType,fyld,design
2019,19.GS.C2.UYT.36.setA.IB,UYT,Ibadan,TMS14F1195P0005,2014,2,6,231,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.IB,UYT,Ibadan,TMS14F1208P0007,2014,2,4,206,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.IB,UYT,Ibadan,TMS14F1223P0007,2014,2,5,223,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.IB,UYT,Ibadan,TMS14F1224P0004,2014,2,4,201,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.IB,UYT,Ibadan,TMS14F1262P0002,2014,2,5,215,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.IB,UYT,Ibadan,TMS14F1285P0017,2014,2,6,234,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.IB,UYT,Ibadan,TMS14F1291P0011,2014,2,4,210,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.IB,UYT,Ibadan,TMS14F1297P0019,2014,2,4,209,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.IB,UYT,Ibadan,TMS14F1300P0008,2014,2,5,219,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.IB,UYT,Ibadan,TMS14F1303P0012,2014,2,5,220,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.IB,UYT,Ibadan,TMS14F1306P0015,2014,2,4,212,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.IB,UYT,Ibadan,TMS14F1306P0020,2014,2,6,227,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.IB,UYT,Ibadan,TMS14F1310P0004,2014,2,6,229,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.IB,UYT,Ibadan,TMS14F1311P0002,2014,2,5,224,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.IB,UYT,Ibadan,TMS14F1312P0003,2014,2,5,214,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,IITA-TMS-IBA000070,2000,1,2,119,check,37.2,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,IITA-TMS-IBA30572,0,1,2,121,check,24.6,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,IITA-TMS-IBA980581,1998,1,1,108,check,26.6,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,IITA-TMS-IBA982101,1998,1,2,120,check,29.6,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMEB419,0,1,2,123,check,22.6,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS13F1021P0008,2013,1,3,130,test,27.6,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS13F1114P0001,2013,1,2,122,test,22.5,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS13F1182P0002,2013,1,3,131,test,37.3,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS13F1461P0002,2013,1,1,112,test,27.6,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS13F2061P0005,2013,1,1,111,test,28.8,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS13F2207P0001,2013,1,1,105,test,35.6,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1001P0004,2014,1,2,113,test,39.5,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1016P0006,2014,1,1,109,test,36.7,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1022P0006,2014,1,2,115,test,32.4,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1035P0004,2014,1,3,126,test,33.9,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1035P0007,2014,1,3,132,test,37.7,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1036P0007,2014,1,2,124,test,52.7,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1049P0001,2014,1,2,114,test,21.6,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1120P0003,2014,1,3,127,test,12.7,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1131P0001,2014,1,2,118,test,42.2,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1194P0002,2014,1,1,102,test,28.9,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1195P0005,2014,1,1,103,test,19,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1208P0007,2014,1,3,136,test,43,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1223P0007,2014,1,1,101,test,32.7,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1224P0004,2014,1,1,107,test,31.5,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1262P0002,2014,1,2,116,test,33.7,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1285P0017,2014,1,1,106,test,44.2,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1291P0011,2014,1,3,134,test,34.2,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1297P0019,2014,1,2,117,test,36.3,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1300P0008,2014,1,1,110,test,27.2,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1303P0012,2014,1,1,104,test,31.2,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1306P0015,2014,1,3,128,test,26.5,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1306P0020,2014,1,3,129,test,46.5,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1310P0004,2014,1,3,133,test,35.9,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1311P0002,2014,1,3,135,test,33.8,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1312P0003,2014,1,3,125,test,23.7,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,IITA-TMS-IBA000070,2000,2,6,225,check,37.6,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,IITA-TMS-IBA30572,0,2,6,235,check,27.1,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,IITA-TMS-IBA980581,1998,2,6,232,check,38.7,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,IITA-TMS-IBA982101,1998,2,6,226,check,37.2,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMEB419,0,2,6,230,check,43.1,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS13F1021P0008,2013,2,6,228,test,32.2,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS13F1114P0001,2013,2,4,202,test,19.8,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS13F1182P0002,2013,2,5,222,test,28.1,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS13F1461P0002,2013,2,5,218,test,29.6,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS13F2061P0005,2013,2,5,221,test,26.3,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS13F2207P0001,2013,2,6,236,test,32.9,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1001P0004,2014,2,4,208,test,41,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1016P0006,2014,2,5,213,test,28.8,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1022P0006,2014,2,4,207,test,31.7,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1035P0004,2014,2,4,203,test,34.8,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1035P0007,2014,2,6,233,test,46.6,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1036P0007,2014,2,4,205,test,48.3,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1049P0001,2014,2,5,217,test,29.5,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1120P0003,2014,2,4,211,test,23.2,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1131P0001,2014,2,5,216,test,48.8,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1194P0002,2014,2,4,204,test,19.2,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1195P0005,2014,2,6,231,test,38.5,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1208P0007,2014,2,4,206,test,32.2,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1223P0007,2014,2,5,223,test,35.4,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1224P0004,2014,2,4,201,test,20.9,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1262P0002,2014,2,5,215,test,39.1,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1285P0017,2014,2,6,234,test,42.6,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1291P0011,2014,2,4,210,test,26.8,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1297P0019,2014,2,4,209,test,31.6,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1300P0008,2014,2,5,219,test,26.7,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1303P0012,2014,2,5,220,test,36.6,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1306P0015,2014,2,4,212,test,45.6,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1306P0020,2014,2,6,227,test,50.1,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1310P0004,2014,2,6,229,test,35.8,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1311P0002,2014,2,5,224,test,27.6,Alpha
2019,19.GS.C2.UYT.36.setA.IK,UYT,Ikenne,TMS14F1312P0003,2014,2,5,214,test,25.6,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,IITA-TMS-IBA000070,2000,1,2,119,check,15.7,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,IITA-TMS-IBA30572,0,1,2,121,check,14.1,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,IITA-TMS-IBA980581,1998,1,1,108,check,5.6,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,IITA-TMS-IBA982101,1998,1,2,120,check,6.8,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMEB419,0,1,2,123,check,19.8,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS13F1021P0008,2013,1,3,130,test,10.4,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS13F1114P0001,2013,1,2,122,test,11.8,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS13F1182P0002,2013,1,3,131,test,14.1,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS13F1461P0002,2013,1,1,112,test,17.6,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS13F2061P0005,2013,1,1,111,test,17,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS13F2207P0001,2013,1,1,105,test,10,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1001P0004,2014,1,2,113,test,21,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1016P0006,2014,1,1,109,test,12.5,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1022P0006,2014,1,2,115,test,19.4,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1035P0004,2014,1,3,126,test,23.7,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1035P0007,2014,1,3,132,test,20,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1036P0007,2014,1,2,124,test,15.5,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1049P0001,2014,1,2,114,test,8.2,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1120P0003,2014,1,3,127,test,11.5,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1131P0001,2014,1,2,118,test,9.3,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1194P0002,2014,1,1,102,test,14.6,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1195P0005,2014,1,1,103,test,13.2,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1208P0007,2014,1,3,136,test,13.7,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1223P0007,2014,1,1,101,test,24.4,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1224P0004,2014,1,1,107,test,6.4,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1262P0002,2014,1,2,116,test,13.8,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1285P0017,2014,1,1,106,test,21.3,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1291P0011,2014,1,3,134,test,16.3,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1297P0019,2014,1,2,117,test,17.3,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1300P0008,2014,1,1,110,test,8,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1303P0012,2014,1,1,104,test,21.2,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1306P0015,2014,1,3,128,test,11.3,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1306P0020,2014,1,3,129,test,10.6,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1310P0004,2014,1,3,133,test,16,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1311P0002,2014,1,3,135,test,17.8,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1312P0003,2014,1,3,125,test,19.1,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,IITA-TMS-IBA000070,2000,2,6,225,check,22.3,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,IITA-TMS-IBA30572,0,2,6,235,check,38.4,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,IITA-TMS-IBA980581,1998,2,6,232,check,39.4,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,IITA-TMS-IBA982101,1998,2,6,226,check,NA,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMEB419,0,2,6,230,check,31.4,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS13F1021P0008,2013,2,6,228,test,12.9,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS13F1114P0001,2013,2,4,202,test,9.3,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS13F1182P0002,2013,2,5,222,test,11.2,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS13F1461P0002,2013,2,5,218,test,17.8,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS13F2061P0005,2013,2,5,221,test,12.9,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS13F2207P0001,2013,2,6,236,test,32.5,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1001P0004,2014,2,4,208,test,15.1,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1016P0006,2014,2,5,213,test,22,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1022P0006,2014,2,4,207,test,14,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1035P0004,2014,2,4,203,test,19.3,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1035P0007,2014,2,6,233,test,38.4,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1036P0007,2014,2,4,205,test,26.2,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1049P0001,2014,2,5,217,test,8.7,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1120P0003,2014,2,4,211,test,11.5,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1131P0001,2014,2,5,216,test,11.3,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1194P0002,2014,2,4,204,test,10.6,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1195P0005,2014,2,6,231,test,43.9,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1208P0007,2014,2,4,206,test,15,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1223P0007,2014,2,5,223,test,14,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1224P0004,2014,2,4,201,test,6.3,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1262P0002,2014,2,5,215,test,16.7,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1285P0017,2014,2,6,234,test,42.3,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1291P0011,2014,2,4,210,test,19.1,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1297P0019,2014,2,4,209,test,15.6,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1300P0008,2014,2,5,219,test,12.7,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1303P0012,2014,2,5,220,test,11.7,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1306P0015,2014,2,4,212,test,13.3,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1306P0020,2014,2,6,227,test,10.9,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1310P0004,2014,2,6,229,test,28.9,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1311P0002,2014,2,5,224,test,13.1,Alpha
2019,19.GS.C2.UYT.36.setA.MK,UYT,Mokwa,TMS14F1312P0003,2014,2,5,214,test,16.2,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,IITA-TMS-IBA000070,2000,1,2,119,check,17.4,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,IITA-TMS-IBA30572,0,1,2,121,check,9.6,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,IITA-TMS-IBA980581,1998,1,1,108,check,8.3,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,IITA-TMS-IBA982101,1998,1,2,120,check,16.4,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMEB419,0,1,2,123,check,11.7,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS13F1021P0008,2013,1,3,130,test,13.7,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS13F1114P0001,2013,1,2,122,test,7.7,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS13F1182P0002,2013,1,3,131,test,9.2,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS13F1461P0002,2013,1,1,112,test,10.7,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS13F2061P0005,2013,1,1,111,test,12.9,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS13F2207P0001,2013,1,1,105,test,7.9,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1001P0004,2014,1,2,113,test,18.1,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1016P0006,2014,1,1,109,test,17.6,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1022P0006,2014,1,2,115,test,14.7,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1035P0004,2014,1,3,126,test,7.7,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1035P0007,2014,1,3,132,test,10.2,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1036P0007,2014,1,2,124,test,13.2,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1049P0001,2014,1,2,114,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1120P0003,2014,1,3,127,test,9.2,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1131P0001,2014,1,2,118,test,4.4,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1194P0002,2014,1,1,102,test,12.1,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1195P0005,2014,1,1,103,test,10.3,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1208P0007,2014,1,3,136,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1223P0007,2014,1,1,101,test,9.2,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1224P0004,2014,1,1,107,test,1.3,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1262P0002,2014,1,2,116,test,8.1,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1285P0017,2014,1,1,106,test,15,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1291P0011,2014,1,3,134,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1297P0019,2014,1,2,117,test,13.7,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1300P0008,2014,1,1,110,test,15.2,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1303P0012,2014,1,1,104,test,7.2,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1306P0015,2014,1,3,128,test,15.7,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1306P0020,2014,1,3,129,test,13.7,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1310P0004,2014,1,3,133,test,9.6,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1311P0002,2014,1,3,135,test,5.4,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1312P0003,2014,1,3,125,test,10.1,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,IITA-TMS-IBA000070,2000,2,6,225,check,16.2,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,IITA-TMS-IBA30572,0,2,6,235,check,8.1,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,IITA-TMS-IBA980581,1998,2,6,232,check,4.2,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,IITA-TMS-IBA982101,1998,2,6,226,check,8.7,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMEB419,0,2,6,230,check,5.8,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS13F1021P0008,2013,2,6,228,test,15.2,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS13F1114P0001,2013,2,4,202,test,18.5,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS13F1182P0002,2013,2,5,222,test,11.2,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS13F1461P0002,2013,2,5,218,test,12.8,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS13F2061P0005,2013,2,5,221,test,15,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS13F2207P0001,2013,2,6,236,test,15.1,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1001P0004,2014,2,4,208,test,5.8,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1016P0006,2014,2,5,213,test,15.8,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1022P0006,2014,2,4,207,test,7.1,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1035P0004,2014,2,4,203,test,9.5,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1035P0007,2014,2,6,233,test,12.6,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1036P0007,2014,2,4,205,test,18.2,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1049P0001,2014,2,5,217,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1120P0003,2014,2,4,211,test,4.6,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1131P0001,2014,2,5,216,test,4.7,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1194P0002,2014,2,4,204,test,4.9,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1195P0005,2014,2,6,231,test,NA,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1208P0007,2014,2,4,206,test,5.1,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1223P0007,2014,2,5,223,test,1.1,Alpha
2019,19.GS.C2.UYT.36.setA.ON,UYT,Onne,TMS14F1224P0004,2014,2,4,201,test,1.2,Alpha
